Request,2024-02-15 16:25:31,complete
Restore,2024-02-15 17:15:14,complete
Query,2024-02-15 17:35:20,complete
Trasformation,2024-02-15 17:36:02,complete
Data_Merge,2024-02-15 17:36:12,complete
Visualization,2024-02-15 17:41:09,complete
Report_Generated,2024-02-15 17:41:09,complete
X,2024-02-15 17:41:09,complete
Request,2024-01-22 06:24:27,complete
Restore_access,2024-01-22 07:05:50,complete
Query,2024-01-22 07:20:50,complete
Trasformation,2024-01-22 07:25:28,complete
Launch_Algorithm,2024-01-22 08:37:38,complete
Visualization,2024-01-22 08:37:59,complete
Store_Results,2024-01-22 08:38:28,complete
Model_Generated,2024-01-22 08:38:28,complete
X,2024-01-22 08:38:28,complete
Request,2024-07-08 18:34:33,complete
Restore,2024-07-08 20:30:03,complete
Query,2024-07-08 21:09:01,complete
Trasformation,2024-07-08 21:12:21,complete
Data_Merge,2024-07-08 21:12:31,complete
Visualization,2024-07-08 21:14:31,complete
Report_Generated,2024-07-08 21:14:31,complete
X,2024-07-08 21:14:31,complete
Request,2023-08-03 08:45:08,complete
Restore_access,2023-08-03 09:06:40,complete
Query,2023-08-03 10:00:08,complete
Trasformation,2023-08-03 10:07:51,complete
Launch_Algorithm,2023-08-03 11:34:31,complete
Visualization,2023-08-03 11:35:01,complete
Store_Results,2023-08-03 11:35:29,complete
Model_Generated,2023-08-03 11:35:29,complete
X,2023-08-03 11:35:29,complete
Request,2023-12-21 00:27:52,complete
Restore,2023-12-21 01:47:48,complete
Query,2023-12-21 02:27:10,complete
Trasformation,2023-12-21 02:28:42,complete
Data_Merge,2023-12-21 02:28:52,complete
Visualization,2023-12-21 02:34:07,complete
Report_Generated,2023-12-21 02:34:07,complete
X,2023-12-21 02:34:07,complete
Request,2023-01-18 12:09:32,complete
Query,2023-01-18 12:34:10,complete
Trasformation,2023-01-18 12:40:59,complete
Data_Merge,2023-01-18 12:41:09,complete
Visualization,2023-01-18 12:43:07,complete
Report_Generated,2023-01-18 12:43:07,complete
X,2023-01-18 12:43:07,complete
Request,2023-07-04 05:59:45,complete
Restore,2023-07-04 08:40:08,complete
Query,2023-07-04 09:04:53,complete
Trasformation,2023-07-04 09:08:28,complete
Data_Merge,2023-07-04 09:08:38,complete
Visualization,2023-07-04 09:10:11,complete
Report_Generated,2023-07-04 09:10:11,complete
X,2023-07-04 09:10:11,complete
Request,2023-08-26 23:25:45,complete
Restore,2023-08-27 00:57:27,complete
Query,2023-08-27 01:31:47,complete
Trasformation,2023-08-27 01:33:23,complete
Data_Merge,2023-08-27 01:33:33,complete
Visualization,2023-08-27 01:40:19,complete
Report_Generated,2023-08-27 01:40:19,complete
X,2023-08-27 01:40:19,complete
Request,2022-09-08 10:49:54,complete
Restore,2022-09-08 13:08:48,complete
Query,2022-09-08 13:13:32,complete
Trasformation,2022-09-08 13:18:41,complete
Data_Merge,2022-09-08 13:18:51,complete
Visualization,2022-09-08 13:21:41,complete
Report_Generated,2022-09-08 13:21:41,complete
X,2022-09-08 13:21:41,complete
Request,2024-06-03 04:23:53,complete
Restore,2024-06-03 04:53:24,complete
Query,2024-06-03 05:28:19,complete
Trasformation,2024-06-03 05:30:52,complete
Data_Merge,2024-06-03 05:31:02,complete
Visualization,2024-06-03 05:35:19,complete
Report_Generated,2024-06-03 05:35:19,complete
X,2024-06-03 05:35:19,complete
Request,2024-07-28 05:18:40,complete
Restore,2024-07-28 08:02:03,complete
Query,2024-07-28 08:34:27,complete
Trasformation,2024-07-28 08:40:11,complete
Data_Merge,2024-07-28 08:40:21,complete
Visualization,2024-07-28 08:46:48,complete
Report_Generated,2024-07-28 08:46:48,complete
X,2024-07-28 08:46:48,complete
Request,2023-07-13 06:08:07,complete
Restore,2023-07-13 06:43:06,complete
Query,2023-07-13 06:50:34,complete
Trasformation,2023-07-13 06:53:39,complete
Data_Merge,2023-07-13 06:53:49,complete
Visualization,2023-07-13 06:58:43,complete
Report_Generated,2023-07-13 06:58:43,complete
X,2023-07-13 06:58:43,complete
Request,2024-02-02 16:48:27,complete
Restore,2024-02-02 18:16:26,complete
Query,2024-02-02 18:22:38,complete
Trasformation,2024-02-02 18:26:54,complete
Data_Merge,2024-02-02 18:27:04,complete
Visualization,2024-02-02 18:31:23,complete
Report_Generated,2024-02-02 18:31:23,complete
X,2024-02-02 18:31:23,complete
Request,2024-06-28 11:23:08,complete
Restore_access,2024-06-28 11:50:16,complete
Query,2024-06-28 12:18:36,complete
Trasformation,2024-06-28 12:25:27,complete
Launch_Algorithm,2024-06-28 13:27:51,complete
Visualization,2024-06-28 13:28:45,complete
Store_Results,2024-06-28 13:29:08,complete
Model_Generated,2024-06-28 13:29:08,complete
X,2024-06-28 13:29:08,complete
Request,2023-12-31 04:57:34,complete
Restore,2023-12-31 07:30:22,complete
Query,2023-12-31 07:59:54,complete
Trasformation,2023-12-31 08:06:12,complete
Data_Merge,2023-12-31 08:06:22,complete
Visualization,2023-12-31 08:13:00,complete
Report_Generated,2023-12-31 08:13:00,complete
X,2023-12-31 08:13:00,complete
Request,2023-07-22 11:21:24,complete
Restore,2023-07-22 12:41:37,complete
Query,2023-07-22 12:47:31,complete
Trasformation,2023-07-22 12:51:58,complete
Data_Merge,2023-07-22 12:52:08,complete
Visualization,2023-07-22 12:53:42,complete
Report_Generated,2023-07-22 12:53:42,complete
X,2023-07-22 12:53:42,complete
Request,2023-12-31 21:08:56,complete
Restore,2023-12-31 22:39:18,complete
Query,2023-12-31 22:45:54,complete
Trasformation,2023-12-31 22:53:35,complete
Data_Merge,2023-12-31 22:53:45,complete
Visualization,2023-12-31 22:56:02,complete
Report_Generated,2023-12-31 22:56:02,complete
X,2023-12-31 22:56:02,complete
Request,2024-02-03 13:40:18,complete
Restore,2024-02-03 16:15:23,complete
Query,2024-02-03 16:22:07,complete
Trasformation,2024-02-03 16:25:38,complete
Data_Merge,2024-02-03 16:25:48,complete
Visualization,2024-02-03 16:29:46,complete
Report_Generated,2024-02-03 16:29:46,complete
X,2024-02-03 16:29:46,complete
Request,2024-06-27 08:16:01,complete
Restore,2024-06-27 09:07:18,complete
Query,2024-06-27 09:25:48,complete
Trasformation,2024-06-27 09:31:15,complete
Data_Merge,2024-06-27 09:31:25,complete
Visualization,2024-06-27 09:33:27,complete
Report_Generated,2024-06-27 09:33:27,complete
X,2024-06-27 09:33:27,complete
Request,2023-08-16 07:51:22,complete
Restore,2023-08-16 08:29:21,complete
Query,2023-08-16 08:42:02,complete
Trasformation,2023-08-16 08:44:39,complete
Data_Merge,2023-08-16 08:44:49,complete
Visualization,2023-08-16 08:48:07,complete
Report_Generated,2023-08-16 08:48:07,complete
X,2023-08-16 08:48:07,complete
Request,2023-12-11 11:37:22,complete
Restore,2023-12-11 11:56:26,complete
Query,2023-12-11 11:57:51,complete
Trasformation,2023-12-11 12:01:19,complete
Data_Merge,2023-12-11 12:01:29,complete
Visualization,2023-12-11 12:05:41,complete
Report_Generated,2023-12-11 12:05:41,complete
X,2023-12-11 12:05:41,complete
Request,2023-01-28 17:46:18,complete
Restore_access,2023-01-28 20:30:08,complete
Query,2023-01-28 20:54:37,complete
Trasformation,2023-01-28 20:56:42,complete
Launch_Algorithm,2023-01-28 23:11:57,complete
Visualization,2023-01-28 23:12:25,complete
Store_Results,2023-01-28 23:13:06,complete
Model_Generated,2023-01-28 23:13:06,complete
X,2023-01-28 23:13:06,complete
Request,2023-01-29 09:12:25,complete
Restore,2023-01-29 11:57:15,complete
Query,2023-01-29 12:04:07,complete
Trasformation,2023-01-29 12:08:51,complete
Data_Merge,2023-01-29 12:09:01,complete
Visualization,2023-01-29 12:14:05,complete
Report_Generated,2023-01-29 12:14:05,complete
X,2023-01-29 12:14:05,complete
Request,2024-01-21 17:51:26,complete
Restore,2024-01-21 21:01:10,complete
Query,2024-01-21 21:14:44,complete
Trasformation,2024-01-21 21:20:48,complete
Data_Merge,2024-01-21 21:20:58,complete
Visualization,2024-01-21 21:25:14,complete
Report_Generated,2024-01-21 21:25:14,complete
X,2024-01-21 21:25:14,complete
Request,2024-06-15 21:05:00,complete
Restore,2024-06-16 00:08:17,complete
Query,2024-06-16 00:59:58,complete
Trasformation,2024-06-16 01:02:52,complete
Data_Merge,2024-06-16 01:03:02,complete
Visualization,2024-06-16 01:08:55,complete
Report_Generated,2024-06-16 01:08:55,complete
X,2024-06-16 01:08:55,complete
Request,2024-01-22 23:28:41,complete
Restore_access,2024-01-23 01:26:28,complete
Query,2024-01-23 01:40:56,complete
Trasformation,2024-01-23 01:45:29,complete
Launch_Algorithm,2024-01-23 02:44:58,complete
Visualization,2024-01-23 02:45:47,complete
Store_Results,2024-01-23 02:46:17,complete
Model_Generated,2024-01-23 02:46:17,complete
X,2024-01-23 02:46:17,complete
Request,2024-06-15 06:12:58,complete
Restore_access,2024-06-15 09:30:15,complete
Query,2024-06-15 09:38:49,complete
Trasformation,2024-06-15 09:40:32,complete
Launch_Algorithm,2024-06-15 10:21:08,complete
Visualization,2024-06-15 10:21:29,complete
Store_Results,2024-06-15 10:22:02,complete
Model_Generated,2024-06-15 10:22:02,complete
X,2024-06-15 10:22:02,complete
Request,2023-02-07 21:09:22,complete
Restore,2023-02-07 21:38:11,complete
Query,2023-02-07 21:42:40,complete
Trasformation,2023-02-07 21:46:29,complete
Data_Merge,2023-02-07 21:46:39,complete
Visualization,2023-02-07 21:50:45,complete
Report_Generated,2023-02-07 21:50:45,complete
X,2023-02-07 21:50:45,complete
Request,2023-02-08 20:02:59,complete
Restore_access,2023-02-08 22:19:03,complete
Query,2023-02-08 22:29:23,complete
Trasformation,2023-02-08 22:33:56,complete
Launch_Algorithm,2023-02-09 00:48:38,complete
Visualization,2023-02-09 00:49:04,complete
Store_Results,2023-02-09 00:49:52,complete
Model_Generated,2023-02-09 00:49:52,complete
X,2023-02-09 00:49:52,complete
Request,2023-03-03 05:31:53,complete
Restore,2023-03-03 07:15:11,complete
