Request,1970-01-01 01:00:02,complete
Restore,1970-01-01 01:00:04,complete
Query,1970-01-01 01:00:06,complete
Trasformation,1970-01-01 01:00:08,complete
Data_Merge,1970-01-01 01:00:10,complete
Visualization,1970-01-01 01:00:12,complete
Report_Generated,1970-01-01 01:00:14,complete
Request,1970-01-01 01:00:16,complete
Restore_access,1970-01-01 01:00:18,complete
Query,1970-01-01 01:00:20,complete
Trasformation,1970-01-01 01:00:22,complete
Launch_Algorithm,1970-01-01 01:00:24,complete
Visualization,1970-01-01 01:00:26,complete
Store_Results,1970-01-01 01:00:28,complete
Model_Generated,1970-01-01 01:00:30,complete
X,1970-01-01 01:00:30,complete
Request,1970-01-01 01:00:32,complete
Restore,1970-01-01 01:00:34,complete
Query,1970-01-01 01:00:36,complete
Trasformation,1970-01-01 01:00:38,complete
Data_Merge,1970-01-01 01:00:40,complete
Visualization,1970-01-01 01:00:42,complete
Report_Generated,1970-01-01 01:00:44,complete
Request,1970-01-01 01:00:46,complete
Restore_access,1970-01-01 01:00:48,complete
Query,1970-01-01 01:00:50,complete
Trasformation,1970-01-01 01:00:52,complete
Launch_Algorithm,1970-01-01 01:00:54,complete
Visualization,2023-08-03 11:35:01,complete
Store_Results,2023-08-03 11:35:02,complete
Model_Generated,2023-08-03 11:35:04,complete
X,2023-08-03 11:35:04,complete
Request,2023-08-03 11:35:06,complete
Restore,2023-08-03 11:35:08,complete
Query,2023-08-03 11:35:10,complete
Trasformation,2023-08-03 11:35:12,complete
Data_Merge,2023-08-03 11:35:14,complete
Visualization,2023-08-03 11:35:16,complete
Report_Generated,2023-08-03 11:35:18,complete
Request,2023-08-03 11:35:20,complete
Query,2023-08-03 11:35:22,complete
Trasformation,2023-08-03 11:35:24,complete
Data_Merge,2023-08-03 11:35:26,complete
Visualization,2023-08-03 11:35:28,complete
Report_Generated,2023-08-03 11:35:30,complete
Request,2023-08-03 11:35:32,complete
Restore,2023-08-03 11:35:34,complete
Query,2023-08-03 11:35:36,complete
Trasformation,2023-08-03 11:35:38,complete
Data_Merge,2023-08-03 11:35:40,complete
Visualization,2023-08-03 11:35:42,complete
Report_Generated,2023-08-03 11:35:44,complete
Request,2023-08-03 11:35:46,complete
Restore,2023-08-03 11:35:48,complete
Query,2023-08-03 11:35:50,complete
Trasformation,2023-08-03 11:35:52,complete
Data_Merge,2023-08-03 11:35:54,complete
Visualization,2023-08-03 11:35:56,complete
Report_Generated,2023-08-03 11:35:58,complete
Request,2023-08-03 11:36:00,complete
Restore,2023-08-03 11:36:02,complete
Query,2023-08-03 11:36:04,complete
Trasformation,2023-08-03 11:36:06,complete
Data_Merge,2023-08-03 11:36:08,complete
Visualization,2023-08-03 11:36:10,complete
Report_Generated,2023-08-03 11:36:12,complete
Request,2023-08-03 11:36:14,complete
Restore,2023-08-03 11:36:16,complete
Query,2023-08-03 11:36:18,complete
Trasformation,2023-08-03 11:36:20,complete
Data_Merge,2023-08-03 11:36:22,complete
Visualization,2023-08-03 11:36:24,complete
